"College","CDS_loc","Name_Table_Loc"
"FAILED","cds_cleaned/www.uncsa.edu_about_office-of-the-provost_institutional-research_docs_CDS_2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.unf.edu_financialaid_files_certified.rf.2022-23-Financial-Aid-Guide.pdf","DNE"
"University of New Hampshire","cds_cleaned/www.unh.edu_institutional-research_sites_default_files_media_2023-04_cds_2022-2023.pdf","data_tables/name_tables/university_of_new_hampshire.csv"
"University of Portland","cds_cleaned/www.up.edu_ir_files_cds_2022-2023.pdf","data_tables/name_tables/university_of_portland.csv"
"FAILED","cds_cleaned/www.usafa.edu_app_uploads_Common-Data-Elements_-CDS_2022-2023-Updated-Final.pdf","DNE"
"University of South Florida","cds_cleaned/www.usf.edu_ods_documents_cds_cds-2022-2023-usf-preliminaryforwebsite-2022-12-14.pdf","data_tables/name_tables/university_of_south_florida.csv"
"FAILED","cds_cleaned/www.usfca.edu_sites_default_files_2023-12_AA%20PV_23f_LTMC%20Annual%20Impact%20Report_12735_F_Digital%20for%20Partner.pdf","DNE"
"University of Southern Indiana","cds_cleaned/www.usi.edu_media_zyqfzp2i_cds-2021-2022.pdf","data_tables/name_tables/university_of_southern_indiana.csv"
"FAILED","cds_cleaned/www.ut.edu_uploadedFiles_Academics_Catalogs_Catalog-2022-2023.pdf","DNE"
"The University of Texas at Tyler","cds_cleaned/www.uttyler.edu_information-analysis_common-data-sets_cds-2022-2023.pdf","data_tables/name_tables/the_university_of_texas_at_tyler.csv"
"University of Vermont","cds_cleaned/www.uvm.edu_sites_default_files_UVM-Office-of-Institutional-Research-and-Assessment_CDS2223.pdf","data_tables/name_tables/university_of_vermont.csv"
"Valdosta State University","cds_cleaned/www.valdosta.edu_administration_institutional-research_documents_common-data-set_cds-2022-2023.pdf","data_tables/name_tables/valdosta_state_university.csv"
"FAILED","cds_cleaned/www.valpo.edu_institutional-effectiveness_files_2023_04_CDS_2022-2023_post_040423.pdf","DNE"
"FAILED","cds_cleaned/www.wabash.edu_institutional_research_docs_cds-2023-2024.pdf","DNE"
"FAILED","cds_cleaned/www.waldorf.edu_media_sspnah0a_waldorf-catalog-2023-2024-07062023.pdf","DNE"
"FAILED","cds_cleaned/www.wallace.edu_wp-content_uploads_2022_04_Associate-Degree-Nursing-Student-Handbook-2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.wallacestate.edu_programs_health-division_nursing_2022_2023_WSCC_NUR_Student_Handbook_11.01.22.pdf","DNE"
"FAILED","cds_cleaned/www.wcsu.edu_education_wp-content_uploads_sites_38_2022_06_Counselor-Education-Student-Handbook-2022-23-Revised.pdf","DNE"
"FAILED","cds_cleaned/www.webber.edu_wp-content_uploads_2022_08_2022-2023-Catalog.pdf","DNE"
"Wellesley College","cds_cleaned/www.wellesley.edu_sites_default_files_assets_departments_instresearch_files_cds_2022-2023-final.pdf","data_tables/name_tables/wellesley_college.csv"
"Wesleyan University","cds_cleaned/www.wesleyan.edu_ir_data-sets_CDS_2022-2023.pdf","data_tables/name_tables/wesleyan_university.csv"
"FAILED","cds_cleaned/www.westga.edu_assets_registrar_docs_catalogs_pdfs_Graduate-Catalog-2022-2023.pdf","DNE"
"Westmont College","cds_cleaned/www.westmont.edu_sites_default_files_CDS_2022_23%20MASTER.pdf","data_tables/name_tables/westmont_college.csv"
"FAILED","cds_cleaned/www.wheaton.edu_media_registrar_faqs_CDS_2022-2023-Wheaton-College-IL.pdf","DNE"
"Whittier College","cds_cleaned/www.whittier.edu_sites_default_files_media_63886174_cds_2021-2022.pdf","data_tables/name_tables/whittier_college.csv"
"FAILED","cds_cleaned/www.wichita.edu_about_student_conduct_documents_21-22-SCCS-Annual-Report.pdf","DNE"
"Williams College","cds_cleaned/www.williams.edu_institutional-research_files_2023_04_CDS_2022_2023_Williams_March2023.pdf","data_tables/name_tables/williams_college.csv"
"Winthrop University","cds_cleaned/www.winthrop.edu_uploadedFiles_institutional-effectiveness_finalcds202223forpublish.pdf","data_tables/name_tables/winthrop_university.csv"
"FAILED","cds_cleaned/www.wiu.edu_catalog_2023_-_2024_2023-24UGCatalog.pdf","DNE"
"FAILED","cds_cleaned/www.wku.edu_instres_documents_cds_2022_2023.pdf","DNE"
"FAILED","cds_cleaned/www.wmpenn.edu_wp-content_uploads_2022_08_22.23-Completed-Academic-Catalog.pdf","DNE"
"Worcester Polytechnic Institute","cds_cleaned/www.wpi.edu_sites_default_files_2023-02_WPI_CDS_2022-2023_2-27-23.pdf","data_tables/name_tables/worcester_polytechnic_institute.csv"
"FAILED","cds_cleaned/www.wtamu.edu__files_docs_academics_Institutional%20Research_CDS.pdf","DNE"
"Xavier University","cds_cleaned/www.xavier.edu_institutional-research_reports-and-documents_cds_2021-2022_final.pdf","data_tables/name_tables/xavier_university.csv"
"FAILED","cds_cleaned/www.yc.edu_v6_budget_docs_fy23-dev-dgb-presentations_fy23-adopted-budget-book-5-17-22.pdf","DNE"
"FAILED","cds_cleaned/www.yhc.edu_sites_default_files_about_depts_services_planning_assessment_The%20Chronicle%202026%20The%20decade%20ahead.pdf","DNE"
"FAILED","cds_cleaned/www2.oakwood.edu_wp-content_uploads_16656_OU-Bulletin-2021-2022-Insides-FULL.pdf","DNE"
"University of Notre Dame","cds_cleaned/www3.nd.edu_~instres_CDS_2022-2023_CDS_2022-2023.pdf","data_tables/name_tables/university_of_notre_dame.csv"
